#{"t_start": 1639181709.7467341, "env_id": null}
r,l,t
52.816538,60,3142.926719
48.45036,60,3147.044441
51.333426,60,3152.768105
49.024049,60,3156.917826
45.848776,60,3160.195758
45.458831,60,3165.056862
47.488614,60,3170.240793
49.057485,60,3174.689544
49.90329,60,3179.927698
46.726089,60,3184.410762
46.65003,60,3189.422565
42.309617,60,3193.760832
47.713289,60,3196.051318
41.48911,60,3201.271466
47.868236,60,3205.707005
45.169868,60,3211.26287
42.516402,60,3215.858439
45.395849,60,3220.888892
45.935167,60,3224.746571
46.088649,60,3230.481914
49.150535,60,3232.734456
51.819811,60,3238.925539
45.768086,60,3242.741866
48.933299,60,3248.460864
46.121317,60,3252.89909
43.041941,60,3258.009782
44.352844,60,3262.331472
46.555048,60,3267.662578
46.971204,60,3270.272303
48.39151,60,3274.194836
41.817302,60,3279.529737
48.045295,60,3283.617152
46.283578,60,3289.048983
46.612564,60,3293.737489
45.319203,60,3297.288735
43.284724,60,3301.006961
39.98237,60,3303.365602
49.618529,60,3305.88409
50.473531,60,3308.649988
49.718343,60,3310.68004
46.98359,60,3313.454504
49.05481,60,3315.530345
46.740983,60,3318.188625
46.12727,60,3320.26914
48.552339,60,3321.45056
43.41847,60,3324.185269
45.316294,60,3326.277187
47.411211,60,3328.94931
45.166667,60,3331.002672
40.048376,60,3333.743351
43.68999,60,3335.807891
49.18335,60,3338.57631
41.828304,60,3339.758634
50.261917,60,3342.412851
42.242553,60,3344.506464
49.9794,60,3347.174186
45.819243,60,3349.215974
41.355053,60,3351.865844
44.062666,60,3353.918437
45.607773,60,3356.567786
49.370352,60,3357.739918
48.87522,60,3359.761626
43.502981,60,3362.385457
38.062083,60,3364.428285
40.879707,60,3367.114625
40.441374,60,3369.25734
44.550614,60,3371.903773
47.828947,60,3373.941925
45.971084,60,3375.78308
47.298495,60,3377.859059
34.09538,60,3380.520639
43.395541,60,3382.579195
36.615617,60,3385.30884
32.495443,60,3387.397047
39.654206,60,3390.067317
39.65848,60,3392.131878
36.68443,60,3393.328551
41.487298,60,3396.057993
43.731251,60,3398.138726
39.914058,60,3400.828469
45.781653,60,3402.892878
45.73506,60,3405.579788
46.16164,60,3407.726845
48.528113,60,3410.410614
49.671544,60,3411.589954
47.431844,60,3414.272799
39.840573,60,3416.356147
48.794992,60,3419.019208
45.006201,60,3421.050125
42.64011,60,3423.701229
43.561967,60,3425.713571
43.01389,60,3428.429723
48.628766,60,3429.605675
47.496522,60,3431.65734
50.755468,60,3434.332106
45.182833,60,3436.402035
48.882113,60,3439.143613
49.845295,60,3441.192146
42.782827,60,3443.864339
48.010672,60,3445.927799
49.907241,60,3447.770697
51.073429,60,3449.864121
43.795963,60,3452.544103
40.472223,60,3454.653815
45.878192,60,3457.331247
46.455555,60,3459.438876
43.064672,60,3462.101404
45.358841,60,3464.152427
50.007856,60,3465.34409
46.18405,60,3468.042552
48.075216,60,3470.133154
40.244095,60,3472.765869
44.960133,60,3474.781183
40.884469,60,3477.433992
45.844634,60,3479.445045
47.597661,60,3482.102972
50.318194,60,3483.254402
47.139394,60,3485.86856
46.478611,60,3487.916437
47.187911,60,3490.588777
49.676615,60,3492.649286
45.270412,60,3495.321145
43.335557,60,3497.417549
50.270039,60,3500.11595
40.408026,60,3501.336177
43.729112,60,3503.411748
42.721644,60,3506.09076
41.455798,60,3508.169186
47.962061,60,3510.82508
48.858619,60,3512.941552
44.270753,60,3515.681209
43.505263,60,3517.7557
48.161141,60,3519.542321
45.800787,60,3521.585297
47.61993,60,3524.288122
44.20148,60,3526.35213
42.752794,60,3529.009565
46.838991,60,3531.044287
45.645004,60,3533.725126
50.471543,60,3535.793537
49.215846,60,3537.000881
47.305868,60,3539.685264
43.677021,60,3541.745595
48.306974,60,3544.450082
41.221272,60,3546.522955
49.314567,60,3549.194524
47.382307,60,3551.2542
48.159498,60,3553.953434
45.343941,60,3555.140763
42.9316,60,3557.847032
43.921942,60,3559.894122
42.788973,60,3562.557074
46.590307,60,3564.663997
44.605664,60,3567.365187
46.470896,60,3569.406745
47.628764,60,3572.052287
46.435142,60,3573.234537
47.133397,60,3575.325024
44.283038,60,3578.015293
46.036667,60,3580.064682
49.113033,60,3582.73415
45.804865,60,3584.776521
46.844849,60,3587.576597
48.073795,60,3589.828941
42.989517,60,3591.601749
43.433838,60,3593.612192
44.963918,60,3596.297454
49.606467,60,3598.383506
45.333213,60,3601.158649
47.899798,60,3603.442058
45.282703,60,3606.445226
40.952923,60,3608.777961
46.583926,60,3610.089886
44.202687,60,3613.039212
45.883641,60,3615.352658
47.815225,60,3618.422323
44.735684,60,3621.102054
47.764935,60,3624.135321
46.752238,60,3626.488363
41.272136,60,3629.523995
48.871234,60,3630.784428
50.320271,60,3633.646898
45.336328,60,3635.906996
41.261109,60,3638.683953
45.450137,60,3640.74227
47.176164,60,3643.423539
47.1584,60,3645.478382
46.61155,60,3648.1946
38.714343,60,3649.404157
46.299031,60,3651.439024
47.724123,60,3654.142593
49.141223,60,3656.2533
47.698169,60,3659.133755
47.33678,60,3661.284998
48.213396,60,3664.132864
47.161162,60,3666.330086
49.025129,60,3668.282507
43.537377,60,3670.51374
47.457636,60,3673.36511
48.315956,60,3675.563248
48.600054,60,3678.457511
38.631905,60,3680.664075
43.103272,60,3683.524063
43.887542,60,3685.720149
40.479662,60,3686.953567
47.29105,60,3689.640587
47.277397,60,3692.303519
47.559616,60,3694.917599
48.060395,60,3696.965944
49.300017,60,3699.60424
47.858432,60,3701.914735
50.117481,60,3704.585023
50.02001,60,3705.767828
41.909965,60,3708.475587
45.569448,60,3710.536479
39.705378,60,3713.226538
41.657351,60,3715.273242
47.353607,60,3717.925961
46.893415,60,3719.953665
43.305955,60,3722.648783
46.233393,60,3723.83725
42.574494,60,3725.890503
51.207803,60,3728.650316
45.707456,60,3730.687157
44.721916,60,3733.410208
48.13391,60,3735.457259
47.370024,60,3738.155
49.201426,60,3740.20494
38.167553,60,3742.004653
47.513648,60,3744.097117
47.128339,60,3747.094351
41.338451,60,3749.182992
48.886227,60,3751.854573
43.570804,60,3753.902422
45.600654,60,3756.619501
48.152379,60,3758.695384
45.007514,60,3759.8831
47.125157,60,3762.829755
46.403912,60,3765.042112
45.158038,60,3767.744512
50.136099,60,3769.798087
49.754559,60,3772.444127
46.589578,60,3774.471583
42.468077,60,3777.206561
48.782249,60,3778.380273
46.264871,60,3781.013974
48.718839,60,3783.04241
48.537387,60,3785.772927
47.6367,60,3787.881103
50.740209,60,3790.534303
48.190718,60,3792.580344
50.214671,60,3795.240813
46.551581,60,3796.474064
44.527015,60,3798.543751
45.404811,60,3801.192341
49.255265,60,3803.224069
41.484574,60,3805.909175
46.361848,60,3808.054908
42.256934,60,3810.716505
47.916179,60,3812.766562
46.699815,60,3814.548657
47.533606,60,3816.613581
48.408736,60,3819.323717
44.064009,60,3821.365313
47.557075,60,3824.028652
42.600941,60,3826.078853
47.084466,60,3828.862858
40.812181,60,3830.908817
44.695045,60,3832.080566
46.009714,60,3834.718751
44.097056,60,3836.748054
44.887125,60,3839.432551
42.78456,60,3841.461638
41.061253,60,3844.082149
42.14722,60,3846.092738
45.368242,60,3848.747009
41.623602,60,3849.972766
49.070709,60,3852.641845
33.929763,60,3854.696412
46.663273,60,3857.414281
43.280762,60,3859.459424
48.031796,60,3862.170886
46.203882,60,3864.223173
44.863409,60,3866.900009
44.42597,60,3868.092702
45.401721,60,3870.144563
47.335369,60,3872.8814
48.282358,60,3874.936487
46.251675,60,3877.634418
39.450925,60,3879.689712
39.300531,60,3882.388234
47.704488,60,3884.438689
46.393559,60,3886.237229
47.054668,60,3888.299391
47.641852,60,3890.964098
50.01049,60,3893.045242
43.914813,60,3895.67304
46.280945,60,3897.71433
48.737431,60,3900.344094
45.847414,60,3902.815205
45.771723,60,3904.429792
47.825609,60,3908.481692
48.888348,60,3910.95782
48.972201,60,3913.674775
46.610099,60,3915.726033
44.038138,60,3918.42275
51.833518,60,3920.474016
49.012867,60,3923.137334
48.182316,60,3924.398613
43.256118,60,3927.117296
49.213337,60,3929.18554
51.101586,60,3931.837658
50.137945,60,3933.891309
48.965062,60,3936.608505
52.784106,60,3938.672681
50.196072,60,3941.335762
34.963802,60,3942.506961
44.511728,60,3944.586658
52.855728,60,3947.289917
45.769597,60,3949.343882
50.796193,60,3951.973538
49.144983,60,3954.002353
50.043118,60,3956.75091
46.548411,60,3958.815696
41.502878,60,3960.603674
39.929607,60,3962.644311
45.630504,60,3965.298764
48.345602,60,3967.410429
46.64663,60,3970.069502
50.137344,60,3972.105608
49.259679,60,3974.759772
49.263941,60,3976.864035
45.823913,60,3978.063099
